Date,Close,High,Low,Open,Volume
2022-05-24,137.5978394,139.1761566,134.6274683,138.0389808,104132700
2022-05-25,137.7546997,138.9996965,135.6175923,135.7058176,92482700
2022-05-26,140.950531,141.4995083,134.4412011,134.6862814,90601500
2022-05-27,146.6952057,146.7344119,142.4013957,142.5288422,90978500
2022-05-31,145.9109344,147.6951254,143.950293,146.136419,103718400
2022-06-01,145.7835236,148.7538946,144.7737793,146.9500928,74286600
2022-06-02,148.234314,148.2931308,143.9699125,144.9208249,72348100
2022-06-03,142.5190277,145.0580547,141.6171345,144.0091044,88570300
2022-06-06,143.2640686,145.6462557,142.0484655,144.1365534,71598400
2022-06-07,145.7835236,146.06781,141.2642437,141.509324,67808200
2022-06-08,145.0482483,146.9206493,144.558088,145.6560423,53950200
2022-06-09,139.8329773,145.0384791,139.7251414,144.1856046,69473000
2022-06-10,134.4313965,137.9899508,134.3627668,137.519401,91437900
2022-06-13,129.284668,132.5393241,128.8533246,130.2551757,122207100
2022-06-14,130.1473846,131.2551519,128.8925752,130.5101135,84784300
2022-06-15,132.7648621,134.6372787,129.5592233,131.6472968,91533000
2022-06-16,127.5005264,129.7846758,126.500595,129.4807787,108123900
2022-06-17,128.970993,130.4610847,127.2554318,127.5103247,134520300
2022-06-21,133.1961823,134.3627664,130.6963762,130.7943993,81000500
2022-06-22,132.6864471,135.0490093,131.2747826,132.1374548,73409200
2022-06-23,135.5489655,135.8626603,132.9609191,134.1275032,72433800
2022-06-24,138.8722687,139.1173489,137.0194627,137.1468942,89116800
2022-06-27,138.8722687,140.6662578,138.1958448,139.8917959,70207900
2022-06-28,134.7353058,140.5976205,134.6176721,139.3330132,67083400
2022-06-29,136.4900818,137.9017463,133.9804625,134.7549245,66242400
2022-06-30,134.0294952,135.647019,131.1375511,134.5490642,98964500
2022-07-01,136.1959839,136.3038198,132.9903451,133.3628569,71051600
2022-07-05,138.7742615,138.8232805,134.2353697,135.0588508,73353800
2022-07-06,140.1074982,141.2838806,138.3037108,138.5684017,74064300
2022-07-07,143.469986,143.6660472,140.4603933,140.4701911,66253700
2022-07-08,144.1463776,144.6463508,142.1465295,142.4014076,64547800
2022-07-11,142.0190887,143.754261,140.9505425,142.8033485,63141600
2022-07-12,142.9895782,145.5286053,142.1955209,142.8915402,77588800
2022-07-13,142.6268768,143.5679764,139.3231856,140.1760749,71185600
2022-07-14,145.5482483,146.0187981,140.4309719,141.24464,78140700
2022-07-15,147.2147675,147.8911912,145.2835344,146.832443,76259900
2022-07-18,144.1757965,148.5872404,143.8130676,147.7735723,81420900
2022-07-19,148.0284424,148.253912,144.0189339,145.0090525,82982400
2022-07-20,150.0283356,150.6949617,147.41088,148.1461208,64823400
2022-07-21,152.2928467,152.5085185,148.9499491,151.459568,65086600
2022-07-22,151.057663,153.2045684,150.3910518,152.3320833,66675400
2022-07-25,149.9400482,151.9889149,149.2832351,150.9791858,53623900
2022-07-26,148.6166534,150.077322,147.8323937,149.2636539,55138700
2022-07-27,153.7045441,154.2339259,149.1656674,149.5774005,78620700
2022-07-28,154.2535095,154.537796,151.3713635,153.8907806,81378700
2022-07-29,159.3119354,160.4099049,156.3611751,158.0669387,101786900
2022-08-01,158.3316498,160.3707194,157.7238555,157.8414892,67829400
2022-08-02,156.8611755,159.2139552,156.4886637,156.9494158,59907000
2022-08-03,162.8606873,163.3116264,157.586557,157.6747822,82507500
2022-08-04,162.5469971,163.8998446,161.1941495,162.7430582,55474100
2022-08-05,162.321228,162.8120693,160.0142679,160.2204278,56697000
2022-08-08,161.8499756,164.7361243,161.1922502,163.3224992,60276900
2022-08-09,161.8990936,162.782617,160.2596855,161.0155853,63135500
2022-08-10,166.1399231,166.2380823,163.8427751,164.6084861,70170500
2022-08-11,165.4037018,167.8579082,165.109194,166.9449356,57149200
2022-08-12,168.9475708,169.0162808,166.297016,166.7093358,68039400
2022-08-15,170.0176086,170.2139422,168.2113163,168.3782005,54091700
2022-08-16,169.8605194,170.5280713,168.5156192,169.6150988,56377100
2022-08-17,171.3526917,172.9233747,169.4089644,169.6052979,79542000
2022-08-18,170.9600372,171.6962993,169.9489052,170.5673701,62290100
2022-08-19,168.3782043,170.5575409,168.1720444,169.8605397,70346300
2022-08-22,164.5005341,166.7485803,164.0784028,166.581696,69026800
2022-08-23,164.1667938,165.619695,163.5974161,164.0195474,54147100
2022-08-24,164.4613037,165.0306815,163.204751,164.2551587,53841500
2022-08-25,166.9154816,167.0234672,165.2662621,165.6883784,51218200
2022-08-26,160.6229248,167.9168353,160.5640262,167.4456318,78961000
2022-08-29,158.4239502,159.916097,156.8925277,158.1981524,73314000
2022-08-30,155.9991913,159.5823269,154.8309866,159.1602106,77906200
2022-08-31,154.3401337,157.6385877,154.2615973,157.3735292,87991100
2022-09-01,155.0665894,155.518155,151.8368452,153.7707611,74229900
2022-09-02,152.9559479,157.4226062,152.1313382,156.8237793,76957800
2022-09-06,151.6993713,154.2124757,150.8747618,153.6038375,73714800
2022-09-07,153.1032257,153.800212,150.7962656,151.9841081,87449600
2022-09-08,151.630661,153.4958515,149.8832527,151.8073566,84923800
2022-09-09,154.4873962,154.9291654,151.9153925,152.6222052,68028800
2022-09-12,160.4363708,161.2511692,156.3820321,156.6667135,104956000
2022-09-13,151.0220642,157.5993354,150.5606721,156.971059,122656600
2022-09-14,152.4651031,154.2223232,150.7962459,151.9546241,87965400
2022-09-15,149.5789642,152.3964033,148.6071081,151.8171992,90481100
2022-09-16,147.9395599,148.5776626,145.6522378,148.4402276,162278800
2022-09-19,151.6503143,151.7288507,146.3688725,146.5750174,81474200
2022-09-20,154.026001,155.1843943,150.2759811,150.5901117,107689800
